Test Case 0: predicted = 7; expected = 7; result = true
Test Case 4909: predicted = 1; expected = 1; result = true
Test Case 4910: predicted = 9; expected = 9; result = true
Test Case 4911: predicted = 4; expected = 4; result = true
Test Case 4912: predicted = 4; expected = 4; result = true
Test Case 4913: predicted = 7; expected = 7; result = true
Test Case 4914: predicted = 6; expected = 6; result = true
Test Case 4915: predicted = 5; expected = 5; result = true
Test Case 4916: predicted = 4; expected = 4; result = true
Test Case 4917: predicted = 1; expected = 1; result = true
Test Case 4918: predicted = 9; expected = 9; result = true
Test Case 4919: predicted = 9; expected = 9; result = true
Test Case 4920: predicted = 7; expected = 2; result = false
Test Case 4921: predicted = 7; expected = 7; result = true
Test Case 4922: predicted = 8; expected = 8; result = true
Test Case 4923: predicted = 0; expected = 0; result = true
Test Case 4924: predicted = 1; expected = 1; result = true
Test Case 4925: predicted = 3; expected = 3; result = true
Test Case 4926: predicted = 6; expected = 6; result = true
Test Case 4927: predicted = 1; expected = 1; result = true
Test Case 4928: predicted = 3; expected = 3; result = true
Test Case 4929: predicted = 4; expected = 4; result = true
Test Case 4930: predicted = 1; expected = 1; result = true
Test Case 4931: predicted = 1; expected = 1; result = true
Test Case 4932: predicted = 1; expected = 1; result = true
Test Case 4933: predicted = 5; expected = 5; result = true
Test Case 4934: predicted = 6; expected = 6; result = true
Test Case 4935: predicted = 0; expected = 0; result = true
Test Case 4936: predicted = 7; expected = 7; result = true
Test Case 4937: predicted = 0; expected = 0; result = true
Test Case 4938: predicted = 7; expected = 7; result = true
Test Case 4939: predicted = 2; expected = 2; result = true
Test Case 4940: predicted = 3; expected = 3; result = true
Test Case 4941: predicted = 2; expected = 2; result = true
Test Case 4942: predicted = 5; expected = 5; result = true
Test Case 4943: predicted = 2; expected = 2; result = true
Test Case 4944: predicted = 2; expected = 2; result = true
Test Case 4945: predicted = 9; expected = 9; result = true
Test Case 4946: predicted = 4; expected = 4; result = true
Test Case 4947: predicted = 9; expected = 9; result = true
Test Case 4948: predicted = 8; expected = 8; result = true
Test Case 4949: predicted = 1; expected = 1; result = true
Test Case 4950: predicted = 2; expected = 2; result = true
Test Case 4951: predicted = 1; expected = 1; result = true
Test Case 4952: predicted = 6; expected = 6; result = true
Test Case 4953: predicted = 1; expected = 1; result = true
Test Case 4954: predicted = 2; expected = 2; result = true
Test Case 4955: predicted = 7; expected = 7; result = true
Test Case 4956: predicted = 4; expected = 8; result = false
Test Case 4957: predicted = 0; expected = 0; result = true
Test Case 4958: predicted = 0; expected = 0; result = true
Test Case 4959: predicted = 0; expected = 0; result = true
Test Case 4960: predicted = 8; expected = 8; result = true
Test Case 4961: predicted = 2; expected = 2; result = true
Test Case 4962: predicted = 2; expected = 2; result = true
Test Case 4963: predicted = 9; expected = 9; result = true
Test Case 4964: predicted = 2; expected = 2; result = true
Test Case 4965: predicted = 2; expected = 2; result = true
Test Case 4966: predicted = 7; expected = 7; result = true
Test Case 4967: predicted = 9; expected = 9; result = true
Test Case 4968: predicted = 9; expected = 9; result = true
Test Case 4969: predicted = 2; expected = 2; result = true
Test Case 4970: predicted = 7; expected = 7; result = true
Test Case 4971: predicted = 5; expected = 5; result = true
Test Case 4972: predicted = 1; expected = 1; result = true
Test Case 4973: predicted = 3; expected = 3; result = true
Test Case 4974: predicted = 4; expected = 4; result = true
Test Case 4975: predicted = 9; expected = 9; result = true
Test Case 4976: predicted = 4; expected = 4; result = true
Test Case 4977: predicted = 1; expected = 1; result = true
Test Case 4978: predicted = 7; expected = 8; result = false
Test Case 4979: predicted = 5; expected = 5; result = true
Test Case 4980: predicted = 6; expected = 6; result = true
Test Case 4981: predicted = 2; expected = 2; result = true
Test Case 4982: predicted = 8; expected = 8; result = true
Test Case 4983: predicted = 3; expected = 3; result = true
Test Case 4984: predicted = 1; expected = 1; result = true
Test Case 4985: predicted = 2; expected = 2; result = true
Test Case 4986: predicted = 8; expected = 8; result = true
Test Case 4987: predicted = 4; expected = 4; result = true
Test Case 4988: predicted = 9; expected = 9; result = true
Test Case 4989: predicted = 9; expected = 9; result = true
Test Case 4990: predicted = 3; expected = 3; result = true
Test Case 4991: predicted = 7; expected = 7; result = true
Test Case 4992: predicted = 0; expected = 0; result = true
Test Case 4993: predicted = 7; expected = 7; result = true
Test Case 4994: predicted = 7; expected = 7; result = true
Test Case 4995: predicted = 2; expected = 2; result = true
Test Case 4996: predicted = 3; expected = 3; result = true
Test Case 4997: predicted = 2; expected = 2; result = true
Test Case 4998: predicted = 4; expected = 4; result = true
Test Case 4999: predicted = 0; expected = 0; result = true
Test Case 5000: predicted = 3; expected = 3; result = true
Test Case 5001: predicted = 9; expected = 9; result = true
Test Case 5002: predicted = 9; expected = 9; result = true
Test Case 5003: predicted = 8; expected = 8; result = true
Test Case 5004: predicted = 4; expected = 4; result = true
Test Case 5005: predicted = 1; expected = 1; result = true
Test Case 5006: predicted = 0; expected = 0; result = true
Test Case 5007: predicted = 6; expected = 6; result = true
Test Case 5008: predicted = 0; expected = 0; result = true
Test Case 5009: predicted = 9; expected = 9; result = true
Test Case 5010: predicted = 6; expected = 6; result = true
Test Case 5011: predicted = 8; expected = 8; result = true
Test Case 5012: predicted = 6; expected = 6; result = true
Test Case 5013: predicted = 1; expected = 1; result = true
Test Case 5014: predicted = 1; expected = 1; result = true
Test Case 5015: predicted = 9; expected = 9; result = true
Test Case 5016: predicted = 8; expected = 8; result = true
Test Case 5017: predicted = 9; expected = 9; result = true
Test Case 5018: predicted = 2; expected = 2; result = true
Test Case 5019: predicted = 3; expected = 3; result = true
Test Case 5020: predicted = 5; expected = 5; result = true
Test Case 5021: predicted = 5; expected = 5; result = true
Test Case 5022: predicted = 9; expected = 9; result = true
Test Case 5023: predicted = 4; expected = 4; result = true
Test Case 5024: predicted = 2; expected = 2; result = true
Test Case 5025: predicted = 1; expected = 1; result = true
Test Case 5026: predicted = 9; expected = 9; result = true
Test Case 5027: predicted = 4; expected = 4; result = true
Test Case 5028: predicted = 3; expected = 3; result = true
Test Case 5029: predicted = 9; expected = 9; result = true
Test Case 5030: predicted = 6; expected = 6; result = true
Test Case 5031: predicted = 0; expected = 0; result = true
Test Case 5032: predicted = 4; expected = 4; result = true
Test Case 5033: predicted = 0; expected = 0; result = true
Test Case 5034: predicted = 6; expected = 6; result = true
Test Case 5035: predicted = 0; expected = 0; result = true
Test Case 5036: predicted = 1; expected = 1; result = true
Test Case 5037: predicted = 2; expected = 2; result = true
Test Case 5038: predicted = 3; expected = 3; result = true
Test Case 5039: predicted = 4; expected = 4; result = true
Test Case 5040: predicted = 7; expected = 7; result = true
Test Case 5041: predicted = 8; expected = 8; result = true
Test Case 5042: predicted = 9; expected = 9; result = true
Test Case 5043: predicted = 0; expected = 0; result = true
Test Case 5044: predicted = 1; expected = 1; result = true
Test Case 5045: predicted = 2; expected = 2; result = true
Test Case 5046: predicted = 3; expected = 3; result = true
Test Case 5047: predicted = 4; expected = 4; result = true
Test Case 5048: predicted = 7; expected = 7; result = true
Test Case 5049: predicted = 8; expected = 8; result = true
Test Case 5050: predicted = 9; expected = 9; result = true
Test Case 5051: predicted = 0; expected = 0; result = true
Test Case 5052: predicted = 1; expected = 1; result = true
Test Case 5053: predicted = 2; expected = 2; result = true
Test Case 5054: predicted = 3; expected = 3; result = true
Test Case 5055: predicted = 4; expected = 4; result = true
Test Case 5056: predicted = 5; expected = 5; result = true
Test Case 5057: predicted = 6; expected = 6; result = true
Test Case 5058: predicted = 7; expected = 7; result = true
Test Case 5059: predicted = 8; expected = 8; result = true
Test Case 5060: predicted = 9; expected = 9; result = true
Test Case 5061: predicted = 8; expected = 8; result = true
Test Case 5062: predicted = 3; expected = 3; result = true
Test Case 5063: predicted = 4; expected = 4; result = true
Test Case 5064: predicted = 7; expected = 7; result = true
Test Case 5065: predicted = 8; expected = 8; result = true
Test Case 5066: predicted = 6; expected = 6; result = true
Test Case 5067: predicted = 3; expected = 3; result = true
Test Case 5068: predicted = 4; expected = 4; result = true
Test Case 5069: predicted = 0; expected = 0; result = true
Test Case 5070: predicted = 9; expected = 9; result = true
Test Case 5071: predicted = 7; expected = 7; result = true
Test Case 5072: predicted = 1; expected = 1; result = true
Test Case 5073: predicted = 9; expected = 9; result = true
Test Case 5074: predicted = 3; expected = 3; result = true
Test Case 5075: predicted = 8; expected = 8; result = true
Test Case 5076: predicted = 4; expected = 4; result = true
Test Case 5077: predicted = 7; expected = 7; result = true
Test Case 5078: predicted = 3; expected = 3; result = true
Test Case 5079: predicted = 0; expected = 0; result = true
Test Case 5080: predicted = 9; expected = 9; result = true
Test Case 5081: predicted = 1; expected = 1; result = true
Test Case 5082: predicted = 4; expected = 4; result = true
Test Case 5083: predicted = 5; expected = 5; result = true
Test Case 5084: predicted = 4; expected = 4; result = true
Test Case 5085: predicted = 6; expected = 6; result = true
Test Case 5086: predicted = 2; expected = 2; result = true
Test Case 5087: predicted = 0; expected = 0; result = true
Test Case 5088: predicted = 6; expected = 6; result = true
Test Case 5089: predicted = 2; expected = 2; result = true
Test Case 5090: predicted = 1; expected = 1; result = true
Test Case 5091: predicted = 1; expected = 1; result = true
Test Case 5092: predicted = 1; expected = 1; result = true
Test Case 5093: predicted = 1; expected = 1; result = true
Test Case 5094: predicted = 7; expected = 7; result = true
Test Case 5095: predicted = 2; expected = 2; result = true
Test Case 5096: predicted = 4; expected = 4; result = true
Test Case 5097: predicted = 7; expected = 7; result = true
Test Case 5098: predicted = 5; expected = 5; result = true
Test Case 5099: predicted = 2; expected = 2; result = true
Test Case 5100: predicted = 9; expected = 9; result = true
Test Case 5101: predicted = 4; expected = 4; result = true
Test Case 5102: predicted = 5; expected = 5; result = true
Test Case 5103: predicted = 8; expected = 8; result = true
Test Case 5104: predicted = 4; expected = 4; result = true
Test Case 5105: predicted = 2; expected = 2; result = true
Test Case 5106: predicted = 9; expected = 9; result = true
Test Case 5107: predicted = 7; expected = 7; result = true
Test Case 5108: predicted = 0; expected = 0; result = true
Test Case 5109: predicted = 0; expected = 0; result = true
Test Case 5110: predicted = 7; expected = 7; result = true
Test Case 5111: predicted = 5; expected = 5; result = true
Test Case 5112: predicted = 1; expected = 1; result = true
